DATE,vw,ew
19480826,-0.15,-0.32
19480827,0.47,0.59
19480830,-0.08,-0.02
19480831,0.1,0.1
19480901,1.21,1.19
19480902,0.7,0.64
19480903,-0.26,-0.35
19480907,0.37,0.34
19480908,-1.45,-1.3
19480909,-1.94,-1.9
19480910,-0.43,-0.47
19480913,-0.22,-0.22
19480914,0.5,0.67
19480915,0.26,0.17
19480916,-0.04,-0.03
19480917,-0.57,-0.63
19480920,-2.37,-2.39
19480921,0.11,0.11
19480922,0.79,0.81
19480923,-0.16,-0.12
19480924,0.06,-0.04
19480927,-2.67,-2.72
19480928,0.46,0.44
19480929,1.2,1.22
19480930,-0.09,-0.13
19481001,0.61,0.63
19481002,0.78,0.92
19481004,0.68,0.61
19481005,-0.32,-0.32
19481006,0.41,0.37
19481007,0.53,0.56
19481008,-0.37,-0.3
19481009,0.1,0.11
19481011,-0.35,-0.29
19481013,0.76,0.67
19481014,0.6,0.52
19481015,0.01,0.04
19481016,0.24,0.27
19481018,0.29,0.4
19481019,0.49,0.46
19481020,0.83,0.98
19481021,0.26,0.29
19481022,1.37,1.38
19481023,0.68,0.89
19481025,-0.95,-1.0
19481026,-0.17,-0.15
19481027,-0.48,-0.55
19481028,-0.9,-0.81
19481029,-0.09,-0.24
19481030,0.24,0.37
19481101,0.95,0.98
19481103,-5.87,-5.66
19481104,2.1,2.08
19481105,-4.51,-4.42
19481106,0.68,0.69
19481108,0.05,0.08
19481109,-3.65,-3.59
19481110,-0.4,-0.47
19481112,0.73,0.73
19481113,0.17,0.27
19481115,1.3,1.33
19481116,0.3,0.36
19481117,-0.53,-0.5
19481118,0.24,0.14
19481119,0.58,0.57
19481120,0.23,0.36
19481122,-0.75,-0.72
19481123,-0.75,-0.74
19481124,-1.6,-1.58
19481126,-0.11,-0.16
19481127,0.17,0.29
19481129,-0.68,-0.94
19481130,-0.56,-0.54
19481201,1.17,1.32
19481202,0.62,0.69
19481203,0.08,0.07
19481204,0.72,0.76
19481206,0.28,0.17
19481207,0.06,-0.05
19481208,-0.28,-0.24
19481209,-0.47,-0.47
19481210,0.21,0.12
19481211,0.76,0.72
19481213,0.02,0.0
19481214,-0.8,-0.78
19481215,-0.34,-0.52
19481216,-0.23,-0.18
19481217,0.16,0.02
19481218,0.13,0.28
19481220,-0.47,-0.63
19481221,-0.25,-0.16
19481222,-0.03,-0.02
19481223,-0.01,0.09
19481224,0.71,0.82
19481227,-0.7,-0.76
19481228,-1.6,-1.77
19481229,0.86,0.93
19481230,-0.21,-0.3
19481231,-0.69,-0.83
19490103,-0.52,-0.18
19490104,0.79,0.94
19490105,1.09,1.12
19490106,2.23,2.49
19490107,1.9,2.24
19490108,0.02,0.1
19490110,-0.64,-0.66
19490111,0.07,0.01
19490112,0.24,0.34
19490113,-0.57,-0.58
19490114,-1.29,-1.4
19490115,0.51,0.58
19490117,0.02,-0.05
19490118,0.46,0.49
19490119,0.09,0.15
19490120,0.64,0.69
19490121,-0.1,-0.02
19490122,0.31,0.31
19490124,-0.23,-0.15
19490125,-0.62,-0.7
19490126,-0.36,-0.31
19490127,-0.33,-0.34
19490128,-0.92,-0.92
19490129,0.23,0.25
19490131,-0.22,-0.32
19490201,0.09,0.06
19490202,0.35,0.34
19490203,-0.33,-0.32
19490204,-1.45,-1.44
19490205,-1.62,-1.64
19490207,-1.05,-1.03
19490208,-0.06,-0.02
19490209,0.31,0.16
19490210,-0.96,-0.79
19490211,-0.34,-0.54
19490214,0.23,0.41
19490215,0.35,0.37
19490216,0.4,0.34
19490217,0.73,0.84
19490218,-0.03,0.06
19490219,-0.28,-0.18
19490221,-0.4,-0.49
19490223,-0.95,-1.18
19490224,-1.05,-1.16
19490225,-0.19,-0.13
19490226,0.53,0.5
19490228,0.65,0.68
19490301,0.65,0.59
19490302,0.06,0.13
19490303,0.05,-0.07
19490304,-0.02,0.06
19490305,1.0,1.11
19490307,0.58,0.63
19490308,0.57,0.58
19490309,-0.29,-0.38
19490310,-0.08,-0.03
19490311,0.9,0.91
19490312,0.64,0.77
19490314,-0.22,-0.22
19490315,-0.76,-0.72
19490316,-0.26,-0.18
19490317,0.1,0.05
19490318,0.03,0.08
19490319,0.12,0.13
19490321,-0.13,-0.34
19490322,-1.22,-1.26
19490323,0.43,0.35
19490324,1.06,1.31
19490325,-0.43,-0.47
19490326,0.23,0.4
19490328,-0.09,-0.11
19490329,2.72,2.88
19490330,1.51,1.92
19490331,-0.57,-0.59
19490401,-0.63,-0.68
19490402,0.52,0.52
19490404,0.03,0.12
19490405,-0.07,-0.13
19490406,-0.09,0.01
19490407,-0.6,-0.67
19490408,-0.14,-0.11
19490409,0.6,0.64
19490411,-0.21,-0.2
19490412,-0.07,-0.18
19490413,0.03,0.06
19490414,-0.18,-0.26
19490416,0.21,0.14
19490418,-0.34,-0.36
19490419,-0.36,-0.23
19490420,-0.21,-0.19
19490421,-1.74,-1.65
19490422,0.02,0.07
19490423,0.72,0.69
19490425,-0.19,-0.29
19490426,0.38,0.32
19490427,-0.03,-0.02
19490428,-0.45,-0.4
19490429,-0.26,-0.33
19490430,0.43,0.45
19490502,-0.18,-0.33
19490503,-0.31,-0.3
19490504,1.03,1.02
19490505,-0.01,0.08
19490506,-0.53,-0.53
19490507,0.09,0.17
19490509,-0.7,-0.8
19490510,-0.55,-0.63
19490511,0.27,0.19
19490512,0.09,0.16
19490513,0.28,0.23
19490514,0.68,0.81
19490516,0.22,0.2
19490517,-0.23,-0.26
19490518,-0.41,-0.46
19490519,-0.89,-1.01
19490520,-0.27,-0.35
19490521,0.31,0.31
19490523,-0.97,-1.01
19490524,-0.94,-0.95
19490525,-0.09,-0.12
19490526,0.4,0.38
19490527,-0.38,-0.32
19490531,-2.89,-2.92
19490601,-0.28,-0.26
19490602,0.63,0.66
19490603,-0.59,-0.58
19490606,-2.33,-2.39
19490607,0.28,0.15
19490608,0.92,1.0
19490609,-0.02,-0.05
19490610,-1.17,-1.1
19490613,-2.7,-2.77
19490614,-0.19,-0.08
19490615,1.88,1.96
19490616,0.17,0.32
19490617,0.13,0.06
19490620,1.02,1.08
19490621,0.29,0.44
19490622,-0.18,-0.21
19490623,0.67,0.85
19490624,0.26,0.38
19490627,-0.08,-0.12
19490628,-1.1,-1.2
19490629,0.59,0.53
19490630,0.61,0.69
19490701,0.99,1.05
19490705,0.41,0.42
19490706,0.78,0.89
19490707,0.09,0.02
19490708,0.21,0.33
19490711,0.23,0.27
19490712,0.25,0.39
19490713,0.99,1.09
19490714,0.65,0.76
19490715,-0.12,-0.13
19490718,0.0,0.08
19490719,0.65,0.6
19490720,0.47,0.59
19490721,-0.3,-0.27
19490722,0.0,0.03
19490725,0.49,0.6
19490726,0.3,0.12
19490727,0.35,0.29
19490728,-0.36,-0.36
19490729,-0.33,-0.29
19490801,0.09,0.09
19490802,-0.02,0.04
19490803,0.16,0.31
19490804,-0.1,-0.19
19490805,0.95,1.05
19490808,1.99,2.02
19490809,-0.11,0.18
19490810,0.87,0.95
19490811,0.13,0.13
19490812,-0.42,-0.38
19490815,-0.42,-0.42
19490816,0.06,0.0
19490817,1.02,0.98
19490818,0.51,0.58
19490819,-0.32,-0.3
19490822,-0.33,-0.29
19490823,-1.15,-1.22
19490824,0.01,-0.01
19490825,0.2,0.14
19490826,-0.04,-0.07
19490829,-0.89,-0.89
19490830,0.17,0.19
19490831,-0.12,-0.16
19490901,0.53,0.58
19490902,-0.05,-0.06
19490906,-0.22,-0.27
19490907,0.23,0.34
19490908,0.16,0.13
19490909,-0.21,-0.18
19490912,0.65,0.8
19490913,2.1,2.2
19490914,0.23,0.39
19490915,-0.58,-0.67
19490916,0.77,0.76
19490919,-0.49,-0.61
19490920,-2.19,-2.12
19490921,1.37,1.45
19490922,1.13,1.3
19490923,0.57,0.66
19490926,-0.16,-0.14
19490927,-1.03,-0.98
19490928,1.26,1.14
19490929,0.68,0.82
19490930,-0.3,-0.34
19491001,-0.54,-0.48
19491003,0.56,0.58
19491004,0.71,0.68
19491005,0.83,1.08
19491006,0.7,0.65
19491007,0.38,0.59
19491008,0.71,0.88
19491010,0.14,0.18
19491011,0.71,0.92
19491013,0.59,0.72
19491014,-0.73,-0.66
19491015,0.36,0.37
19491017,-1.47,-1.46
19491018,1.09,1.15
19491019,0.66,0.75
19491020,-0.37,-0.31
19491021,-0.03,-0.01
19491022,0.05,-0.02
19491024,0.12,0.17
19491025,0.56,0.47
19491026,0.72,0.71
19491027,1.02,1.13
19491028,-0.84,-0.79
19491029,-0.46,-0.44
19491031,-0.45,-0.33
19491101,0.47,0.33
19491102,0.51,0.57
19491103,-0.07,0.0
19491104,0.17,0.16
19491105,0.27,0.18
19491107,-0.07,-0.11
19491109,-0.62,-0.72
19491110,-0.67,-0.69
19491112,0.09,0.07
19491114,-1.06,-1.19
19491115,-0.94,-0.93
19491116,0.72,0.79
19491117,0.63,0.61
19491118,1.1,1.1
19491119,0.55,0.67
19491121,-0.42,-0.51
19491122,-0.01,-0.05
19491123,0.1,0.04
19491125,-0.49,-0.33
19491126,-0.02,-0.07
19491128,-0.35,-0.33
19491129,-0.36,-0.36
19491130,0.23,0.32
19491201,0.69,0.69
19491202,1.35,1.39
19491203,1.33,1.51
19491205,0.17,0.26
19491206,-0.1,-0.14
19491207,0.47,0.39
19491208,0.42,0.34
19491209,-0.09,0.01
19491210,0.15,0.14
19491212,0.56,0.52
19491213,0.85,0.89
19491214,0.32,0.4
19491215,0.21,0.22
19491216,0.38,0.35
19491217,0.04,0.11
19491219,-0.02,-0.03
19491220,-0.73,-0.58
19491221,-0.41,-0.47
19491222,0.62,0.56
19491223,0.6,0.68
19491227,-1.12,-1.17
19491228,0.28,0.45
19491229,0.75,0.7
19491230,0.67,0.81
19491231,0.52,0.54
19500103,0.01,0.29
19500104,1.89,1.8
19500105,1.28,1.33
19500106,1.02,1.16
19500107,1.33,1.44
19500109,1.02,1.33
19500110,0.18,0.35
19500111,0.97,0.91
19500112,-3.14,-2.93
19500113,-0.75,-0.67
19500114,0.98,1.04
19500116,-0.35,-0.36
19500117,0.97,0.86
19500118,-0.24,-0.29
19500119,-0.27,-0.15
19500120,0.28,0.19
19500121,-0.07,-0.04
19500123,-0.49,-0.58
19500124,-0.37,-0.49
19500125,-1.01,-1.05
19500126,0.65,0.67
19500127,0.48,0.56
19500128,0.42,0.44
19500130,0.62,0.68
19500131,-0.1,-0.15
19500201,-0.15,-0.12
19500202,0.97,0.77
19500203,0.04,0.13
19500204,0.27,0.38
19500206,-0.23,-0.3
19500207,-0.91,-0.96
19500208,0.33,0.4
19500209,0.56,0.5
19500210,-0.41,-0.39
19500211,0.17,0.22
19500214,-0.68,-0.84
19500215,0.65,0.84
19500216,-0.24,-0.22
19500217,1.01,1.07
19500218,1.03,1.24
19500220,-0.13,-0.2
19500221,-0.35,-0.29
19500223,0.19,0.08
19500224,0.67,0.72
19500225,0.09,0.01
19500227,0.12,0.31
19500228,-0.5,-0.47
19500301,0.33,0.28
19500302,0.09,0.27
19500303,0.61,0.68
19500304,0.61,0.57
19500306,-0.18,-0.18
19500307,-1.45,-1.47
19500308,0.05,0.16
19500309,-0.67,-0.66
19500310,-0.36,-0.41
19500311,0.5,0.51
19500313,-0.1,-0.14
19500314,0.35,0.36
19500315,1.59,1.37
19500316,0.27,0.35
19500317,-0.66,-0.52
19500318,0.08,0.21
19500320,0.02,0.05
19500321,-0.41,-0.47
19500322,0.26,0.31
19500323,-0.08,-0.03
19500324,-0.43,-0.45
19500325,0.5,0.51
19500327,-1.17,-1.28
19500328,0.51,0.41
19500329,-0.47,-0.25
19500330,-0.98,-0.94
19500331,0.43,0.44
19500401,0.86,0.93
19500403,0.6,0.58
19500404,0.0,0.1
19500405,0.16,0.23
19500406,1.14,1.06
19500408,0.14,0.33
19500410,0.05,0.11
19500411,-1.02,-1.05
19500412,1.28,1.25
19500413,0.52,0.77
19500414,-0.34,-0.31
19500415,-0.49,-0.51
19500417,0.02,0.22
19500418,0.54,0.51
19500419,0.65,0.68
19500420,-1.08,-1.22
19500421,1.07,1.12
19500422,0.57,0.69
19500424,-0.58,-0.49
19500425,0.06,0.07
19500426,-0.32,-0.38
19500427,0.73,0.65
19500428,0.61,0.55
19500429,0.73,0.73
19500501,0.52,0.52
19500502,-0.93,-0.79
19500503,1.1,1.06
19500504,-1.27,-1.04
19500505,0.74,0.74
19500506,0.6,0.74
19500508,0.09,0.15
19500509,0.23,0.17
19500510,-0.55,-0.45
19500511,0.11,0.26
19500512,-0.5,-0.44
19500513,0.4,0.37
19500515,0.1,0.07
19500516,0.68,0.63
19500517,0.15,0.14
19500518,0.06,-0.06
19500519,0.79,0.71
19500520,0.28,0.34
19500522,-0.8,-0.68
19500523,0.27,0.25
19500524,-0.17,-0.15
19500525,-0.13,-0.03
19500526,0.19,0.25
19500527,-0.07,0.01
19500529,0.33,0.24
19500531,0.11,0.08
19500601,-0.42,-0.45
19500602,0.04,0.03
19500605,-1.48,-1.35
19500606,0.1,0.1
19500607,0.96,1.09
19500608,0.54,0.37
19500609,0.35,0.41
19500612,-0.16,-0.12
19500613,-0.54,-0.56
19500614,-1.01,-1.01
19500615,0.06,0.14
19500616,0.13,0.11
19500619,-0.27,-0.29
19500620,-0.61,-0.57
19500621,1.08,1.08
19500622,0.8,0.81
19500623,0.14,0.1
19500626,-5.97,-5.69
19500627,-2.94,-2.96
19500628,2.54,2.55
19500629,-3.64,-3.49
19500630,1.06,1.05
19500703,-0.54,-0.46
19500705,0.5,0.44
19500706,1.51,1.59
19500707,-0.99,-0.96
19500710,-0.12,-0.24
19500711,0.51,0.66
19500712,-2.35,-2.38
19500713,-1.14,-1.24
19500714,1.54,1.6
19500717,-0.72,-0.64
19500718,1.69,1.69
19500719,2.27,2.23
19500720,2.43,2.56
19500721,1.17,1.37
19500724,0.52,0.63
19500725,-0.64,-0.5
19500726,0.47,0.29
19500727,1.41,1.58
19500728,0.21,0.32
19500731,0.18,0.16
19500801,0.88,0.94
19500802,-0.33,-0.26
19500803,0.83,0.92
19500804,0.31,0.41
19500807,0.64,0.61
19500808,-0.13,-0.09
19500809,0.3,0.36
19500810,0.07,0.2
19500811,-0.55,-0.55
19500814,0.3,0.32
19500815,0.44,0.37
19500816,0.9,0.83
19500817,0.88,0.9
19500818,0.49,0.41
19500821,0.03,0.08
19500822,-0.35,-0.4
19500823,0.84,0.92
19500824,0.17,0.22
19500825,-1.22,-1.12
19500828,0.28,0.32
19500829,0.26,0.24
19500830,-0.42,-0.31
19500831,0.09,0.15
19500901,0.32,0.21
19500905,0.17,0.11
19500906,-0.74,-0.66
19500907,0.39,0.4
19500908,1.16,1.22
19500911,-0.43,-0.44
19500912,1.14,1.07
19500913,1.44,1.28
19500914,0.62,0.69
19500915,0.03,0.1
19500918,-0.23,-0.11
19500919,-0.47,-0.47
19500920,-0.42,-0.4
19500921,0.81,0.79
19500922,0.91,0.82
19500925,-0.01,0.04
19500926,-1.53,-1.34
19500927,1.08,1.03
19500928,-0.05,-0.04
19500929,0.26,0.37
19501002,1.14,1.03
19501003,-0.25,-0.27
19501004,1.21,1.33
19501005,-0.17,-0.07
19501006,0.63,0.55
19501007,0.44,0.47
19501009,-1.27,-1.38
19501010,-0.24,-0.26
19501011,0.96,0.97
19501013,0.3,0.31
19501014,-0.48,-0.42
19501016,-0.02,-0.08
19501017,1.11,0.91
19501018,0.64,0.7
19501019,-0.12,-0.08
19501020,-0.39,-0.31
19501021,0.4,0.47
19501023,0.22,0.25
19501024,0.07,0.1
19501025,-0.26,-0.17
19501026,-2.67,-2.58
19501027,0.66,0.64
19501028,0.41,0.45
19501030,-1.33,-1.29
19501031,-1.34,-1.16
19501101,0.53,0.4
19501102,0.97,0.98
19501103,-0.04,-0.02
19501104,-0.37,-0.33
19501106,-2.89,-2.86
19501108,2.0,1.97
19501109,1.39,1.26
19501110,0.79,0.8
19501113,0.29,0.27
19501114,-0.16,-0.2
19501115,0.27,0.29
19501116,-0.32,-0.28
19501117,1.19,1.1
19501118,0.79,0.89
19501120,0.18,0.11
19501121,0.04,-0.01
19501122,1.06,0.98
19501124,0.89,0.94
19501125,0.1,0.08
19501127,-0.26,-0.28
19501128,-3.42,-3.18
19501129,-0.35,-0.31
19501130,1.03,1.06
19501201,1.01,1.08
19501202,-0.34,-0.24
19501204,-3.66,-3.53
19501205,2.01,1.85
19501206,1.29,1.21
19501207,-0.26,-0.29
19501208,0.92,0.89
19501209,0.85,0.91
19501211,0.66,0.57
19501212,0.02,0.03
19501213,-0.33,-0.36
19501214,-0.91,-0.86
19501215,0.25,0.13
19501216,2.37,2.31
19501218,1.54,1.62
19501219,1.09,1.24
19501220,1.13,1.25
19501221,0.69,0.81
19501222,0.72,0.66
19501226,-1.23,-1.2
19501227,2.54,2.29
19501228,0.76,1.07
19501229,-0.12,0.53
19501230,0.33,0.48
19510102,2.28,2.31
19510103,-0.38,-0.35
19510104,1.65,1.46
19510105,-0.29,-0.19
19510106,0.0,-0.07
19510108,1.1,0.91
19510109,0.84,0.9
19510110,-2.51,-2.28
19510111,2.86,2.82
19510112,-0.6,-0.46
19510113,0.2,0.2
19510115,0.9,0.98
19510116,0.76,0.81
19510117,0.5,0.48
19510118,0.23,0.24
19510119,-0.12,-0.09
19510120,0.3,0.33
19510122,-1.47,-1.19
19510123,0.27,0.26
19510124,-0.62,-0.65
19510125,-1.28,-1.23
19510126,2.05,1.97
19510127,1.53,1.47
19510129,0.5,0.54
19510130,-0.21,-0.15
19510131,-0.05,-0.15
19510201,0.8,0.82
19510202,0.64,0.65
19510203,0.45,0.54
19510205,0.0,0.03
19510206,-0.5,-0.43
19510207,-0.46,-0.48
19510208,0.77,0.7
19510209,0.6,0.47
19510210,0.29,0.35
19510213,-0.34,-0.36
19510214,-0.77,-0.67
19510215,-0.17,-0.16
19510216,0.5,0.34
19510217,0.38,0.3
19510219,-1.39,-1.2
19510220,-0.18,-0.17
19510221,0.84,0.8
19510223,0.29,0.16
19510224,0.36,0.35
19510226,-0.13,-0.06
19510227,-1.36,-1.27
19510228,-0.11,-0.13
19510301,0.54,0.54
19510302,0.48,0.46
19510303,0.17,0.19
19510305,-1.03,-0.87
19510306,-0.44,-0.36
19510307,0.43,0.38
19510308,0.59,0.56
19510309,0.18,0.15
19510310,-0.1,-0.08
19510312,-1.51,-1.5
19510313,-2.29,-2.24
19510314,-0.78,-0.73
19510315,-0.24,-0.16
19510316,2.26,2.0
19510317,0.32,0.36
19510319,-0.91,-0.76
19510320,-0.27,-0.29
19510321,0.67,0.59
19510322,-0.06,-0.03
19510324,-1.61,-1.44
19510326,-0.07,-0.18
19510327,0.02,0.03
19510328,-2.02,-1.94
19510329,0.17,0.21
19510330,0.6,0.54
19510331,-0.1,-0.05
19510402,-1.02,-0.99
19510403,0.0,0.01
19510404,0.36,0.26
19510405,2.08,1.95
19510406,0.65,0.62
19510407,-0.11,-0.08
19510409,0.07,0.11
19510410,-0.26,-0.31
19510411,-0.61,-0.6
19510412,0.78,0.66
19510413,1.34,1.25
19510414,0.76,0.66
19510416,-0.63,-0.52
19510417,0.2,0.27
19510418,0.38,0.39
19510419,-0.59,-0.56
19510420,-0.1,-0.05
19510421,0.12,0.18
19510423,-0.29,-0.23
19510424,-0.57,-0.53
19510425,0.06,0.12
19510426,0.95,0.84
19510427,0.82,0.83
19510428,0.27,0.29
19510430,-0.45,-0.45
19510501,0.01,-0.12
19510502,0.22,0.36
19510503,0.58,0.6
19510504,-0.15,-0.19
19510505,-0.06,-0.07
19510507,-0.57,-0.52
19510508,0.27,0.04
19510509,0.4,0.4
19510510,-0.33,-0.4
19510511,-0.4,-0.22
19510512,-0.51,-0.46
19510514,-0.16,-0.18
19510515,-1.58,-1.6
19510516,-0.15,-0.05
19510517,1.0,0.81
19510518,-1.92,-1.62
19510519,-0.09,-0.1
19510521,-0.73,-0.78
19510522,-0.32,-0.25
19510523,-0.68,-0.63
19510524,-0.65,-0.7
19510525,0.75,0.71
19510526,0.36,0.41
19510528,0.52,0.51
19510529,0.46,0.46
19510531,0.29,0.27
19510601,-0.38,-0.33
19510604,-1.31,-1.21
19510605,-0.2,-0.2
19510606,1.34,1.28
19510607,0.83,0.69
19510608,-0.34,-0.27
19510611,0.28,0.2
19510612,-0.71,-0.64
19510613,-0.3,-0.26
19510614,0.59,0.56
19510615,0.31,0.34
19510618,-0.4,-0.33
19510619,-0.44,-0.31
19510620,-0.36,-0.36
19510621,-0.62,-0.59
19510622,-0.72,-0.59
19510625,-2.64,-2.44
19510626,0.63,0.62
19510627,0.38,0.25
19510628,-1.62,-1.46
19510629,-1.11,-0.86
19510702,0.46,0.5
19510703,1.01,0.8
19510705,1.26,1.27
19510706,0.14,0.18
19510709,-0.13,-0.18
19510710,-0.3,-0.32
19510711,0.35,0.37
19510712,0.32,0.32
19510713,0.6,0.5
19510716,-0.78,-0.61
19510717,0.01,0.01
19510718,0.12,0.15
19510719,0.1,0.02
19510720,0.44,0.42
19510723,0.38,0.31
19510724,0.71,0.58
19510725,0.18,0.22
19510726,0.56,0.51
19510727,0.17,0.15
19510730,0.26,0.23
19510731,-0.32,-0.27
19510801,0.86,0.75
19510802,0.98,1.01
19510803,0.02,0.1
19510806,0.49,0.48
19510807,0.19,0.24
19510808,-0.05,-0.08
19510809,-0.08,-0.05
19510810,-0.07,-0.03
19510813,0.27,0.17
19510814,-0.09,-0.01
19510815,0.31,0.29
19510816,0.56,0.59
19510817,0.22,0.25
19510820,-0.16,-0.17
19510821,-0.26,-0.25
19510822,-0.55,-0.53
19510823,0.75,0.72
19510824,0.1,0.1
19510827,-0.13,-0.15
19510828,0.29,0.3
19510829,0.81,0.84
19510830,0.7,0.75
19510831,0.18,0.33
19510904,0.23,0.22
19510905,0.53,0.37
19510906,0.42,0.46
19510907,0.27,0.38
19510910,0.64,0.61
19510911,-0.53,-0.47
19510912,0.9,0.85
19510913,0.5,0.45
19510914,-0.05,0.0
19510917,-0.09,-0.11
19510918,-0.1,-0.15
19510919,0.58,0.57
19510920,0.27,0.24
19510921,-0.4,-0.34
19510924,-0.05,-0.12
19510925,0.26,0.25
19510926,0.31,0.23
19510927,-0.66,-0.63
19510928,0.1,0.08
19511001,0.42,0.41
19511002,0.61,0.56
19511003,1.01,1.07
19511004,0.08,-0.02
19511005,0.56,0.58
19511006,0.27,0.33
19511008,0.14,0.25
19511009,-0.48,-0.36
19511010,-0.01,-0.03
19511011,0.17,0.07
19511013,0.48,0.47
19511015,-0.11,-0.23
19511016,-0.8,-0.73
19511017,-0.09,-0.11
19511018,-0.05,0.0
19511019,-1.62,-1.3
19511020,-0.67,-0.62
19511022,-2.0,-2.02
19511023,0.82,0.81
19511024,0.7,0.74
19511025,-0.5,-0.56
19511026,-0.78,-0.7
19511027,-1.58,-1.41
19511029,0.48,0.34
19511030,0.17,0.22
19511031,0.38,0.26
19511101,0.48,0.39
19511102,-0.76,-0.7
19511103,-0.83,-0.82
19511105,0.01,-0.01
19511107,-0.94,-0.82
19511108,-0.04,-0.09
19511109,1.13,1.11
19511110,0.57,0.57
19511113,-0.2,-0.23
19511114,0.11,0.2
19511115,0.14,0.06
19511116,-0.13,-0.12
19511117,0.12,0.12
19511119,-0.44,-0.41
19511120,-0.36,-0.34
19511121,0.22,0.11
19511123,-0.98,-0.83
19511124,-0.33,-0.26
19511126,0.42,0.29
19511127,0.44,0.46
19511128,0.19,0.15
19511129,0.32,0.35
19511130,0.88,0.86
19511201,0.37,0.41
19511203,0.14,-0.02
19511204,0.01,0.06
19511205,0.16,0.1
19511206,0.55,0.5
19511207,-0.03,0.04
19511208,0.19,0.21
19511210,-0.1,-0.1
19511211,-0.58,-0.49
19511212,-0.04,-0.05
19511213,0.09,0.11
19511214,-0.04,-0.02
19511215,-0.1,-0.01
19511217,-0.01,-0.03
19511218,-0.15,-0.13
19511219,0.04,-0.04
19511220,-0.01,0.01
19511221,-0.23,-0.3
19511222,0.17,0.21
19511224,-0.05,-0.02
19511226,-0.62,-0.52
19511227,0.55,0.46
19511228,0.18,0.1
19511229,-0.03,0.01
19511231,-0.11,-0.16
19520102,0.62,0.71
19520103,0.12,0.16
19520104,0.58,0.66
19520105,0.22,0.32
19520107,-0.2,-0.23
19520108,-0.69,-0.63
19520109,-0.32,-0.29
19520110,0.55,0.48
19520111,0.23,0.16
19520112,0.39,0.38
19520114,-0.16,-0.2
19520115,-0.3,-0.2
19520116,0.51,0.47
19520117,0.33,0.33
19520118,0.26,0.14
19520119,0.3,0.37
19520121,0.01,-0.12
19520122,0.13,0.13
19520123,-0.43,-0.34
19520124,0.04,0.04
19520125,0.36,0.38
19520126,0.11,0.03
19520128,0.06,0.06
19520129,0.34,0.31
19520130,-0.79,-0.56
19520131,-0.59,-0.64
19520201,0.39,0.29
19520202,0.17,0.23
19520204,-0.88,-0.75
19520205,-0.38,-0.37
19520206,0.32,0.23
19520207,0.17,0.22
19520208,0.43,0.49
19520209,0.26,0.2
19520211,-0.39,-0.4
19520213,-0.52,-0.51
19520214,-0.33,-0.34
19520215,-0.06,-0.02
19520216,0.16,0.2
19520218,-0.46,-0.4
19520219,-1.17,-1.1
19520220,-0.97,-0.91
19520221,0.55,0.65
19520223,0.45,0.47
19520225,-0.22,-0.16
19520226,-0.42,-0.45
19520227,0.1,0.07
19520228,0.36,0.17
19520229,-0.02,0.03
19520301,0.24,0.16
19520303,-0.01,0.05
19520304,0.89,0.68
19520305,0.33,0.38
19520306,-0.03,0.01
19520307,0.13,0.19
19520308,0.21,0.22
19520310,-0.41,-0.48
19520311,-0.15,-0.09
19520312,0.32,0.37
19520313,0.17,0.1
19520314,-0.04,-0.06
19520315,0.24,0.21
19520317,-0.28,-0.32
19520318,-0.18,-0.21
19520319,-0.07,-0.06
19520320,0.34,0.36
19520321,0.15,0.07
19520322,0.03,0.04
19520324,-0.2,-0.2
19520325,-0.17,-0.19
19520326,-0.07,-0.02
19520327,0.27,0.22
19520328,0.31,0.32
19520329,0.45,0.37
19520331,-0.13,-0.13
19520401,-0.82,-0.73
19520402,0.14,0.14
19520403,-0.14,-0.22
19520404,-0.56,-0.54
19520405,0.0,0.01
19520407,-0.73,-0.64
19520408,0.18,0.14
19520409,0.15,0.05
19520410,0.1,0.14
19520412,0.16,0.23
19520414,-1.01,-0.95
19520415,-1.11,-0.97
19520416,0.2,0.2
19520417,-0.77,-0.7
19520418,0.62,0.59
19520419,0.26,0.33
19520421,0.28,0.22
19520422,-0.43,-0.48
19520423,-0.27,-0.28
19520424,-0.5,-0.45
19520425,0.48,0.44
19520426,0.2,0.21
19520428,-0.35,-0.37
19520429,-0.62,-0.55
19520430,-0.52,-0.48
19520501,-1.06,-1.07
19520502,1.38,1.32
19520503,0.31,0.37
19520505,-0.1,-0.06
19520506,0.25,0.2
19520507,0.26,0.25
19520508,0.34,0.4
19520509,0.03,0.02
19520510,0.16,0.16
19520512,-0.26,-0.24
19520513,-0.15,-0.14
19520514,-0.15,-0.21
19520515,-0.41,-0.34
19520516,0.14,0.1
19520517,0.11,0.13
19520519,-0.02,-0.02
19520520,0.37,0.27
19520521,0.17,0.21
19520522,0.52,0.49
19520523,0.08,0.01
19520524,0.02,0.1
19520526,0.28,0.28
19520527,-0.06,-0.11
19520528,-0.12,-0.09
19520529,-0.29,-0.38
19520602,-0.22,-0.2
19520603,-0.15,-0.12
19520604,0.5,0.41
19520605,0.5,0.45
19520606,0.55,0.59
19520609,0.3,0.32
19520610,-0.29,-0.16
19520611,0.22,0.18
19520612,0.2,0.15
19520613,0.12,0.04
19520616,-0.1,0.02
19520617,0.02,-0.02
19520618,0.3,0.24
19520619,0.26,0.23
19520620,0.07,0.11
19520623,-0.02,0.09
19520624,-0.31,-0.37
19520625,0.28,0.43
19520626,0.26,0.26
