DATE,vw,ew
20010719,0.7,0.59
20010720,0.08,0.15
20010723,-0.65,-0.34
20010724,-1.36,-0.9
20010725,0.33,0.04
20010726,0.84,0.47
20010727,0.1,0.34
20010730,-0.26,-0.25
20010731,0.11,0.3
20010801,0.74,0.51
20010802,-0.05,0.15
20010803,-0.22,0.3
20010806,-0.93,-0.4
20010807,-0.14,0.01
20010808,-1.23,-0.89
20010809,0.02,-0.16
20010810,0.1,0.08
20010813,0.34,0.12
20010814,0.29,0.04
20010815,-0.25,-0.58
20010816,0.15,-0.3
20010817,-0.92,-0.41
20010820,0.4,-0.11
20010821,-1.11,-0.85
20010822,0.65,0.21
20010823,-0.61,-0.35
20010824,1.11,0.91
20010827,-0.33,-0.21
20010828,-0.87,-0.58
20010829,-0.21,-0.19
20010830,-0.89,-0.78
20010831,0.36,0.79
20010904,-0.48,-0.56
20010905,-0.79,-0.79
20010906,-1.49,-1.26
20010907,-1.45,-1.05
20010910,-0.89,-0.76
20010917,-4.72,-3.54
20010918,-1.61,-0.84
20010919,-2.69,-2.55
20010920,-3.75,-3.26
20010921,-2.37,-2.0
20010924,3.21,2.99
20010925,0.41,0.35
20010926,-1.21,-0.93
20010927,-0.08,-0.52
20010928,3.25,2.66
20011001,-1.51,-0.99
20011002,0.62,0.53
20011003,1.86,1.64
20011004,0.98,1.15
20011005,-0.21,0.19
20011008,-0.2,0.12
20011009,-0.71,-0.42
20011010,1.83,1.48
20011011,1.63,1.56
20011012,-0.15,0.31
20011015,0.37,0.41
20011016,0.92,1.13
20011017,-1.16,-0.25
20011018,-0.8,-0.31
20011019,0.56,0.52
20011022,1.1,0.78
20011023,-0.41,-0.08
20011024,0.24,0.59
20011025,1.35,1.02
20011026,0.68,0.85
20011029,-1.23,-0.45
20011030,-0.92,-0.77
20011031,1.47,1.27
20011101,0.86,0.53
20011102,-0.34,-0.1
20011105,0.55,0.48
20011106,0.81,0.49
20011107,-0.37,0.03
20011108,0.03,0.53
20011109,0.13,0.51
20011112,0.38,0.14
20011113,1.11,0.96
20011114,0.89,0.61
20011115,-0.23,0.15
20011116,0.51,0.65
20011119,1.14,0.92
20011120,-0.59,-0.3
20011121,-0.13,0.38
20011123,1.11,0.92
20011126,0.57,0.34
20011127,0.2,0.38
20011128,-1.03,-0.61
20011129,1.65,0.86
20011130,0.03,0.17
20011203,-0.73,-0.75
20011204,1.47,0.72
20011205,1.85,1.2
20011206,0.67,0.77
20011207,0.28,0.62
20011210,-0.81,-0.46
20011211,0.12,0.44
20011212,0.4,0.38
20011213,-1.0,-0.32
20011214,0.4,0.25
20011217,1.07,0.28
20011218,0.81,0.59
20011219,-0.26,-0.11
20011220,-1.21,-0.77
20011221,1.68,0.93
20011224,0.35,0.45
20011226,0.91,0.62
20011227,0.67,0.83
20011228,0.38,1.1
20011231,0.11,1.34
20020102,-0.11,1.17
20020103,1.68,1.45
20020104,0.86,1.26
20020107,-0.36,0.39
20020108,1.11,0.88
20020109,-0.36,0.35
20020110,0.14,0.22
20020111,-0.77,-0.15
20020114,-1.62,-1.03
20020115,0.2,0.03
20020116,-1.23,-0.83
20020117,0.96,0.62
20020118,-1.07,-0.46
20020122,-1.18,-0.86
20020123,1.14,0.51
20020124,0.49,0.51
20020125,-0.09,0.04
20020128,0.29,0.07
20020129,-1.32,-0.94
20020130,0.65,0.32
20020131,1.14,1.02
20020201,-0.51,-0.2
20020204,-1.88,-1.5
20020205,-0.61,-0.78
20020206,-1.38,-1.06
20020207,-0.97,-0.68
20020208,1.46,1.04
20020211,0.72,0.6
20020212,0.16,-0.04
20020213,0.79,0.51
20020214,-0.89,-0.53
20020215,-0.29,-0.33
20020219,-1.69,-1.27
20020220,0.87,0.29
20020221,-1.36,-0.79
20020222,0.8,0.27
20020225,0.39,0.23
20020226,0.37,0.29
20020227,0.23,0.26
20020228,-0.21,0.08
20020301,1.18,0.85
20020304,1.3,0.9
20020305,0.21,0.45
20020306,1.15,1.12
20020307,0.32,0.48
20020308,1.04,0.91
20020311,0.54,0.58
20020312,-0.03,0.04
20020313,-0.26,-0.04
20020314,0.39,0.49
20020315,0.12,0.46
20020318,0.7,0.5
20020319,0.36,0.33
20020320,-0.55,-0.19
20020321,1.12,0.73
20020322,-0.33,0.18
20020325,-0.8,-0.44
20020326,0.64,0.54
20020327,0.78,0.53
20020328,0.46,0.55
20020401,-0.4,-0.08
20020402,-0.5,-0.28
20020403,-0.56,-0.41
20020404,0.16,0.17
20020405,-0.13,0.06
20020408,0.64,0.19
20020409,0.14,-0.06
20020410,1.34,0.79
20020411,-0.9,-0.7
20020412,1.84,1.28
20020415,-0.18,-0.1
20020416,1.81,1.47
20020417,-0.37,0.07
20020418,0.33,0.71
20020419,-0.03,0.35
20020422,-0.83,-0.6
20020423,-0.01,-0.05
20020424,-0.28,-0.02
20020425,-0.16,-0.25
20020426,-1.25,-0.92
20020429,-0.47,-0.59
20020430,1.65,0.9
20020501,0.24,0.09
20020502,0.69,0.14
20020503,0.0,-0.01
20020506,-1.3,-0.94
20020507,-0.76,-0.55
20020508,1.48,1.37
20020509,-1.31,-0.7
20020510,-1.31,-0.55
20020513,0.75,0.46
20020514,1.77,1.33
20020515,0.13,0.03
20020516,-0.63,0.03
20020517,0.21,0.33
20020520,-0.87,-0.52
20020521,-1.04,-0.74
20020522,-0.39,-0.36
20020523,0.83,0.5
20020524,-1.02,-0.33
20020528,-0.24,-0.07
20020529,-0.56,-0.43
20020530,-0.09,-0.02
20020531,0.29,0.49
20020603,-2.43,-1.66
20020604,-0.34,-0.43
20020605,0.17,-0.05
20020606,-1.73,-1.36
20020607,0.57,0.07
20020610,-0.11,-0.41
20020611,-0.71,-0.64
20020612,-0.17,-0.46
20020613,-0.99,-0.56
20020614,0.21,0.09
20020617,1.97,1.16
20020618,0.06,0.08
20020619,-1.32,-1.57
20020620,-0.08,0.24
20020621,0.47,0.24
20020624,-0.05,-0.56
20020625,-0.88,-0.56
20020626,-0.14,-1.01
20020627,1.62,1.06
20020628,1.55,1.36
20020701,-2.9,-2.06
20020702,-2.97,-2.28
20020703,-0.87,-0.72
20020705,2.15,1.85
20020708,-1.3,-0.82
20020709,-0.57,-0.35
20020710,-1.79,-1.43
20020711,-0.74,-0.51
20020712,-0.53,-0.1
20020715,-0.98,-1.1
20020716,-0.16,0.25
20020717,0.66,0.66
20020718,-2.79,-1.35
20020719,-2.37,-1.79
20020722,-1.38,-1.82
20020723,-4.21,-3.22
20020724,2.66,1.14
20020725,-0.63,-0.29
20020726,0.87,0.95
20020729,3.65,2.82
20020730,0.19,0.56
20020731,-1.71,-0.35
20020801,-0.97,-0.67
20020802,-2.76,-1.7
20020805,-2.2,-1.74
20020806,2.89,1.88
20020807,0.38,0.15
20020808,1.13,0.59
20020809,-0.58,-0.09
20020812,0.09,0.12
20020813,-2.3,-1.1
20020814,2.41,1.27
20020815,0.07,0.12
20020816,1.13,0.75
20020819,1.43,1.04
20020820,-0.61,-0.43
20020821,2.01,1.75
20020822,0.97,1.42
20020823,-1.93,-0.64
20020826,1.69,1.17
20020827,-2.26,-1.15
20020828,-1.93,-1.34
20020829,1.0,0.26
20020830,-0.46,0.59
20020903,-2.8,-2.19
20020904,2.23,1.11
20020905,-1.98,-1.35
20020906,2.16,1.41
20020909,0.03,-0.24
20020910,0.34,0.23
20020911,-0.08,0.19
20020912,-1.34,-0.74
20020913,0.85,0.43
20020916,-0.97,-0.77
20020917,-1.32,-1.06
20020918,-0.81,-0.68
20020919,-2.54,-1.51
20020920,0.18,0.01
20020923,-2.22,-2.01
20020924,-0.72,-1.08
20020925,2.02,1.47
20020926,1.02,0.43
20020927,-2.01,-1.38
20020930,0.15,-0.03
20021001,0.92,0.2
20021002,-1.34,-0.88
20021003,-0.71,-0.34
20021004,-2.16,-1.51
20021007,-2.37,-1.91
20021008,-0.13,-0.77
20021009,-3.15,-2.36
20021010,1.67,0.93
20021011,2.01,2.08
20021014,0.34,0.3
20021015,3.31,2.72
20021016,-1.54,-0.47
20021017,2.78,2.51
20021018,0.17,0.34
20021021,0.97,0.71
20021022,-0.86,-0.02
20021023,1.6,1.48
20021024,-0.25,0.57
20021025,1.41,1.44
20021028,-0.55,0.13
20021029,0.11,0.01
20021030,1.33,1.29
20021031,0.25,0.82
20021101,2.37,1.89
20021104,1.54,1.8
20021105,-0.15,0.24
20021106,1.71,1.84
20021107,-1.68,-0.64
20021108,-0.72,0.03
20021111,-2.4,-1.33
20021112,1.46,0.85
20021113,0.22,0.09
20021114,2.26,1.63
20021115,-0.32,-0.08
20021118,-0.52,-0.16
20021119,-0.57,-0.1
20021120,2.11,1.7
20021121,1.94,1.75
20021122,0.68,0.75
20021125,1.47,1.56
20021126,-0.9,0.01
20021127,2.66,2.2
20021129,-0.24,0.74
20021202,0.25,0.41
20021203,-1.73,-0.88
20021204,-0.77,-0.52
20021205,-0.72,-0.6
20021206,0.38,0.29
20021209,-2.51,-1.86
20021210,1.4,0.64
20021211,0.19,0.15
20021212,0.19,0.13
20021213,-1.74,-1.0
20021216,1.5,0.57
20021217,-0.64,-0.51
20021218,-1.58,-1.41
20021219,-0.18,-0.48
20021220,0.57,0.16
20021223,0.71,0.11
20021224,-0.21,0.28
20021226,0.3,0.13
20021227,-1.03,-0.28
20021230,-0.76,-0.72
20021231,0.5,1.41
20030102,1.93,1.72
20030103,-0.38,0.2
20030106,1.48,1.21
20030107,-0.3,0.19
20030108,-0.98,-0.47
20030109,1.71,1.25
20030110,0.35,0.54
20030113,0.07,0.31
20030114,0.62,1.01
20030115,-0.43,-0.23
20030116,-0.22,0.17
20030117,-1.4,-0.81
20030121,-0.99,-0.5
20030122,-0.63,-0.35
20030123,0.68,0.53
20030124,-2.1,-1.26
20030127,-1.56,-1.3
20030128,1.26,0.84
20030129,0.25,0.07
20030130,-1.56,-0.99
20030131,0.86,0.69
20030203,-0.46,-0.29
20030204,-0.56,-0.52
20030205,-0.29,-0.07
20030206,-0.67,-0.34
20030207,-1.35,-0.82
20030210,0.54,0.19
20030211,-0.42,-0.22
20030212,-0.89,-0.88
20030213,-0.4,-0.7
20030214,1.03,0.78
20030218,1.35,1.03
20030219,-0.81,-0.28
20030220,0.05,0.11
20030221,1.04,0.75
20030224,-1.26,-0.73
20030225,0.42,0.17
20030226,-0.65,-0.38
20030227,0.77,0.55
20030228,-0.28,-0.06
20030303,-0.35,-0.21
20030304,-0.5,-0.45
20030305,-0.17,-0.19
20030306,-0.65,-0.55
20030307,-0.27,-0.25
20030310,-1.34,-1.06
20030311,-0.37,-0.18
20030312,-0.17,-0.29
20030313,2.05,1.43
20030314,-0.09,0.13
20030317,2.32,1.44
20030318,0.66,0.7
20030319,0.16,0.37
20030320,0.43,0.4
20030321,1.09,0.96
20030324,-1.83,-1.38
20030325,1.19,0.94
20030326,-0.73,-0.34
20030327,0.49,0.39
20030328,-0.11,0.4
20030331,-0.63,0.05
20030401,0.77,0.47
20030402,1.87,1.47
20030403,0.13,0.31
20030404,-0.35,0.26
20030407,0.83,0.72
20030408,-0.38,-0.18
20030409,-0.38,-0.14
20030410,-0.01,0.08
20030411,-0.16,0.08
20030414,1.2,0.75
20030415,0.35,0.28
20030416,-0.27,0.03
20030417,1.44,1.24
20030421,0.63,0.66
20030422,1.26,1.25
20030423,1.1,1.0
20030424,-0.36,0.07
20030425,-0.66,-0.05
20030428,1.73,1.21
20030429,0.23,0.45
20030430,0.74,0.93
20030501,0.34,0.55
20030502,1.82,1.7
20030505,0.78,1.01
20030506,0.63,0.94
20030507,-0.19,0.28
20030508,-0.55,-0.06
20030509,1.34,1.33
20030512,1.17,1.18
20030513,0.53,0.69
20030514,0.34,0.63
20030515,0.72,0.92
20030516,-1.1,-0.19
20030519,-1.5,-0.69
20030520,-0.05,-0.05
20030521,0.35,0.46
20030522,1.01,0.75
20030523,0.81,0.69
20030527,2.16,1.7
20030528,0.86,0.94
20030529,0.96,0.99
20030530,1.64,1.67
20030602,0.18,0.61
20030603,0.29,0.6
20030604,1.75,1.89
20030605,1.42,1.27
20030606,-0.39,0.12
20030609,-1.41,-0.42
20030610,1.25,0.92
20030611,1.0,1.08
20030612,0.71,0.56
20030613,-1.19,-0.63
20030616,1.34,0.89
20030617,0.22,0.44
20030618,0.25,0.37
20030619,-1.34,-0.44
20030620,-0.04,0.0
20030623,-2.16,-1.4
20030624,0.37,0.28
20030625,0.43,0.28
20030626,1.49,0.86
20030627,-0.17,0.15
20030630,0.17,0.09
20030701,0.36,0.17
20030702,2.31,1.79
20030703,-0.37,-0.07
20030707,1.91,1.6
20030708,1.87,1.32
20030709,0.97,1.17
20030710,-1.14,-0.31
20030711,1.06,0.94
20030714,1.04,1.04
20030715,-0.22,0.03
20030716,-0.44,0.21
20030717,-2.72,-1.91
20030718,0.51,0.49
20030721,-1.28,-0.71
20030722,1.42,0.93
20030723,0.43,0.3
20030724,-0.17,-0.02
20030725,0.71,0.53
20030728,1.06,0.77
20030729,0.19,0.32
20030730,-0.33,-0.27
20030731,0.88,0.83
20030801,-1.53,-0.91
20030804,-0.61,-0.26
20030805,-1.25,-0.63
20030806,-0.85,-0.67
20030807,-0.36,-0.31
20030808,-0.05,0.01
20030811,1.07,0.73
20030812,1.55,0.96
20030813,0.17,0.29
20030814,0.85,0.62
20030815,0.18,0.21
20030818,1.65,1.07
20030819,1.56,1.02
20030820,0.21,0.32
20030821,1.19,1.2
20030822,-1.54,-0.58
20030825,-0.24,-0.07
20030826,0.42,0.31
20030827,1.09,0.8
20030828,1.02,0.92
20030829,0.29,0.69
20030902,1.93,1.42
20030903,0.74,0.75
20030904,0.67,0.92
20030905,-0.48,0.06
20030908,1.52,1.23
20030909,-0.31,0.02
20030910,-2.06,-1.19
20030911,1.27,1.01
20030912,0.5,0.52
20030915,-0.09,0.24
20030916,1.41,1.17
20030917,0.22,0.39
20030918,0.82,0.8
20030919,0.24,0.5
20030922,-0.87,-0.33
20030923,1.15,0.92
20030924,-1.77,-0.9
20030925,-2.49,-1.62
20030926,-2.08,-1.62
20030929,1.13,0.59
20030930,-0.71,-0.34
20031001,2.4,1.51
20031002,0.47,0.36
20031003,1.46,1.0
20031006,1.08,0.96
20031007,0.92,0.8
20031008,-0.65,-0.16
20031009,0.82,0.56
20031010,-0.29,0.04
20031013,1.69,1.16
20031014,1.13,0.9
20031015,-0.59,-0.09
20031016,0.49,0.52
20031017,-1.46,-0.7
20031020,-0.02,0.09
20031021,0.66,0.39
20031022,-2.1,-1.32
20031023,-0.7,-0.46
20031024,-0.68,-0.49
20031027,1.57,0.99
20031028,1.98,1.26
20031029,1.19,0.86
20031030,-0.21,0.15
20031031,-0.3,0.25
20031103,1.69,1.21
20031104,0.42,0.38
20031105,0.26,0.43
20031106,0.74,0.74
20031107,0.06,0.27
20031110,-1.42,-0.51
20031111,-1.03,-0.63
20031112,2.15,1.41
20031113,0.15,0.2
20031114,-1.39,-0.81
20031117,-1.48,-1.08
20031118,-0.68,-0.52
20031119,0.8,0.49
20031120,-0.67,-0.53
20031121,0.47,0.18
20031124,2.28,1.35
20031125,0.86,0.72
20031126,0.53,0.67
20031128,0.42,0.61
20031201,1.35,1.0
20031202,0.06,0.25
20031203,-1.54,-0.69
20031204,-0.15,-0.03
20031205,-0.9,-0.46
20031208,0.53,0.29
20031209,-1.34,-0.93
20031210,-1.3,-1.17
20031211,2.44,1.61
20031212,1.05,0.91
20031215,-1.95,-1.09
20031216,0.23,-0.15
20031217,0.07,0.13
20031218,1.44,1.07
20031219,0.01,0.04
20031222,0.27,0.2
20031223,0.99,0.67
20031224,-0.15,0.21
20031226,0.53,0.5
20031229,1.62,1.18
20031230,0.46,0.49
20031231,-1.21,-0.14
20040102,0.7,0.73
20040105,1.65,1.27
20040106,0.55,0.79
20040107,0.82,0.9
20040108,0.96,0.95
20040109,-0.51,0.02
20040112,1.52,1.24
20040113,-0.1,0.08
20040114,0.88,0.81
20040115,0.06,0.24
20040116,0.84,1.05
20040120,1.71,1.55
20040121,-0.2,0.3
20040122,-0.99,-0.41
20040123,0.63,0.58
20040126,1.14,1.04
20040127,-0.7,-0.11
20040128,-1.89,-1.33
20040129,-1.14,-1.06
20040130,0.21,0.4
20040202,-0.14,-0.02
20040203,-0.14,-0.03
20040204,-2.59,-1.75
20040205,0.42,0.12
20040206,2.4,1.67
20040209,0.48,0.46
20040210,1.14,0.88
20040211,0.72,0.6
20040212,-0.57,-0.29
20040213,-1.23,-0.68
20040217,1.43,0.87
20040218,-0.44,-0.31
20040219,-1.4,-0.76
20040220,-0.53,-0.48
20040223,-1.71,-1.31
20040224,-0.1,-0.33
20040225,1.11,0.7
20040226,0.91,0.82
20040227,0.46,0.6
20040301,1.27,1.18
20040302,-0.65,-0.19
20040303,-0.06,0.32
20040304,1.29,0.96
20040305,0.14,0.21
20040308,-1.07,-0.63
20040309,-1.16,-0.82
20040310,-1.88,-1.51
20040311,-1.19,-1.27
20040312,2.28,1.7
20040315,-2.67,-1.82
20040316,-0.4,-0.48
20040317,1.99,1.42
20040318,-0.58,-0.32
20040319,-0.54,-0.16
20040322,-2.13,-1.77
20040323,0.22,0.1
20040324,-0.32,-0.16
20040325,2.01,1.23
20040326,0.5,0.48
20040329,1.75,1.23
20040330,0.9,0.64
20040331,0.31,0.43
20040401,0.82,0.63
20040402,1.71,1.29
20040405,0.95,1.11
20040406,-1.08,-0.57
20040407,0.31,0.18
20040408,-0.28,0.12
20040412,0.67,0.91
20040413,-2.0,-1.27
20040414,-0.69,-0.54
20040415,-0.56,-0.29
20040416,0.3,0.26
20040419,0.72,0.63
20040420,-1.76,-1.18
20040421,0.97,0.38
20040422,1.31,0.93
20040423,-0.08,0.1
20040426,-0.32,-0.19
20040427,0.05,0.0
20040428,-2.47,-1.89
20040429,-1.88,-1.66
20040430,-1.51,-1.46
20040503,0.58,-0.15
20040504,0.69,0.55
20040505,0.13,0.43
20040506,-1.25,-1.05
20040507,-1.99,-1.31
20040510,-2.18,-1.99
20040511,1.87,1.16
20040512,0.01,-0.32
20040513,-0.42,-0.16
20040514,-0.8,-0.56
20040517,-1.67,-1.47
20040518,1.1,0.6
20040519,0.0,0.21
20040520,-0.17,-0.28
20040521,0.89,0.61
20040524,0.99,0.61
20040525,2.1,1.4
20040526,0.45,0.63
20040527,0.16,0.34
20040528,0.0,0.39
20040601,0.74,0.34
20040602,0.02,0.35
20040603,-1.58,-0.91
20040604,0.74,0.56
20040607,1.71,1.15
20040608,-0.11,-0.06
20040609,-1.43,-0.92
20040610,0.18,0.06
20040614,-1.83,-1.3
20040615,1.49,0.89
20040616,0.56,0.3
20040617,-0.15,-0.14
20040618,-0.04,-0.34
20040621,-0.3,-0.2
20040622,0.59,0.24
20040623,1.35,0.89
20040624,0.04,0.2
20040625,1.19,0.72
20040628,-0.53,-0.33
20040629,0.8,0.57
20040630,0.69,0.72
20040701,-1.47,-0.91
20040702,-0.03,0.07
20040706,-1.82,-1.21
20040707,-0.23,-0.2
20040708,-2.0,-1.53
20040709,0.41,0.21
20040712,-0.34,-0.39
20040713,0.03,-0.09
20040714,-0.54,-0.54
20040715,0.16,0.02
20040716,-1.3,-1.02
20040719,-0.55,-0.73
20040720,1.65,1.02
20040721,-2.39,-1.62
20040722,-0.42,-0.6
20040723,-1.27,-1.12
20040726,-1.11,-1.11
20040727,1.97,1.21
20040728,-0.69,-0.29
20040729,1.43,1.06
20040730,0.49,0.79
20040802,-0.25,-0.45
20040803,-1.36,-0.8
20040804,-0.25,-0.36
20040805,-1.58,-1.23
20040806,-2.37,-1.95
20040809,-0.52,-0.72
20040810,1.96,1.23
20040811,-0.7,-0.66
20040812,-1.57,-1.3
20040813,0.12,0.0
20040816,1.63,0.94
20040817,0.38,0.42
20040818,1.98,1.53
20040819,-0.47,-0.25
20040820,1.7,1.3
20040823,-0.62,-0.26
20040824,0.2,0.13
20040825,1.01,0.83
20040826,-0.47,-0.22
20040827,0.75,0.66
20040830,-1.03,-0.53
20040831,0.6,0.66
20040901,0.68,0.35
20040902,1.29,0.91
20040903,-0.55,-0.25
20040907,0.99,0.67
20040908,-0.79,-0.39
20040909,1.5,0.94
20040910,0.67,0.63
20040913,0.7,0.54
20040914,-0.2,-0.01
20040915,-0.4,-0.26
20040916,0.95,0.62
20040917,-0.07,0.08
20040920,-0.36,-0.18
20040921,0.97,0.64
20040922,-1.64,-0.99
20040923,0.02,-0.01
20040924,0.06,0.12
20040927,-1.29,-0.96
20040928,1.11,0.61
20040929,0.98,0.72
20040930,0.32,0.53
20041001,1.83,1.29
20041004,0.8,0.54
20041005,-0.25,-0.01
20041006,0.91,0.63
20041007,-1.41,-0.86
20041008,-1.12,-0.75
20041011,0.44,0.37
20041012,-0.22,-0.2
20041013,-1.04,-0.64
20041014,-0.89,-0.75
20041015,0.65,0.37
20041018,0.34,0.14
20041019,-0.86,-0.52
20041020,0.57,0.33
20041021,1.0,0.67
20041022,-1.3,-0.69
20041025,0.66,0.24
20041026,0.81,0.63
20041027,1.46,1.02
20041028,-0.09,0.08
20041029,-0.24,0.17
20041101,0.39,0.09
20041102,-0.05,0.06
20041103,1.48,0.98
20041104,0.82,0.46
20041105,0.57,0.69
20041108,-0.19,0.12
20041109,0.66,0.65
20041110,0.58,0.75
20041111,0.94,0.83
20041112,0.78,0.71
20041115,0.46,0.56
20041116,-0.71,-0.35
20041117,0.87,0.91
20041118,-0.18,0.15
20041119,-1.05,-0.41
20041122,1.15,0.77
20041123,0.48,0.42
20041124,0.75,0.85
20041126,0.46,0.59
20041129,0.71,0.61
20041130,-0.07,0.03
20041201,1.3,0.89
20041202,0.12,0.32
20041203,-0.1,0.18
20041206,-0.41,0.12
20041207,-1.95,-1.21
20041208,0.8,0.45
20041209,-0.23,-0.03
20041210,0.54,0.51
20041213,0.87,0.7
20041214,0.82,0.69
20041215,0.71,0.66
20041216,-0.52,-0.16
20041217,0.23,0.39
20041220,-0.65,-0.55
20041221,1.04,0.71
20041222,0.42,0.47
20041223,0.38,0.49
20041227,-0.41,0.0
20041228,1.47,1.24
20041229,-0.04,0.28
20041230,0.14,0.59
20041231,-0.07,0.5
20050103,-1.58,-0.92
20050104,-1.79,-1.44
20050105,-1.49,-1.2
20050106,0.22,0.18
20050107,-0.85,-0.48
20050110,0.7,0.32
20050111,-1.14,-1.15
20050112,0.3,0.24
20050113,-0.52,-0.36
20050114,1.06,0.85
20050118,1.17,0.85
20050119,-0.97,-0.65
20050120,-1.07,-0.94
20050121,-0.12,-0.14
20050124,-1.21,-1.11
20050125,0.46,0.24
20050126,1.43,0.94
20050127,0.16,0.11
20050128,-0.56,-0.19
20050131,1.74,1.27
20050201,0.58,0.48
20050202,0.66,0.61
20050203,-0.29,-0.18
20050204,1.09,0.9
20050207,0.04,0.11
20050208,0.29,0.15
20050209,-1.94,-1.3
20050210,-0.18,-0.29
20050211,1.12,0.65
20050214,0.14,0.15
20050215,-0.08,-0.16
20050216,0.62,0.36
20050217,-1.11,-0.62
20050218,-0.18,-0.1
20050222,-1.7,-1.27
20050223,0.34,0.12
20050224,0.78,0.38
20050225,1.4,0.86
20050228,-0.44,-0.28
20050301,0.61,0.44
20050302,-0.19,-0.13
20050303,0.14,0.18
20050304,0.69,0.41
20050307,-0.21,-0.1
20050308,-0.87,-0.49
20050309,-0.89,-0.58
20050310,-0.84,-0.55
20050311,0.05,-0.08
20050314,0.35,0.03
20050315,-0.44,-0.42
20050316,-0.52,-0.61
20050317,0.25,-0.02
20050318,-0.51,-0.41
20050321,-0.09,-0.1
20050322,-0.35,-0.21
20050323,-1.09,-0.82
20050324,0.5,0.3
20050328,-0.02,-0.14
20050329,-1.63,-1.33
20050330,1.42,0.86
20050331,0.19,0.4
20050401,-0.58,-0.64
20050404,0.26,-0.14
20050405,0.19,0.16
20050406,0.25,0.17
20050407,0.54,0.55
20050408,-1.31,-0.7
20050411,-0.64,-0.69
20050412,0.65,0.23
20050413,-1.51,-0.96
20050414,-1.61,-1.19
20050415,-1.8,-1.56
20050418,0.47,-0.17
20050419,1.59,1.2
20050420,-1.49,-0.89
20050421,2.03,1.27
20050422,-1.62,-0.97
20050425,1.02,0.58
20050426,-1.27,-0.9
20050427,-0.23,-0.39
20050428,-1.96,-1.47
20050429,0.67,0.56
20050502,0.88,0.2
20050503,-0.04,0.01
20050504,1.67,1.21
20050505,0.09,0.19
20050506,0.27,0.25
20050509,1.05,0.77
20050510,-1.18,-0.64
20050511,-0.09,-0.23
20050512,-1.16,-0.75
20050513,-0.73,-0.25
20050516,1.16,0.32
20050517,0.41,0.2
20050518,1.82,1.25
20050519,0.39,0.37
20050520,-0.03,0.19
20050523,0.48,0.28
20050524,0.06,0.07
20050525,-0.84,-0.46
20050526,1.39,1.1
20050527,0.42,0.46
20050531,-0.02,0.18
20050601,1.01,0.8
20050602,0.36,0.4
20050603,-0.65,-0.26
20050606,0.41,0.38
20050607,0.12,-0.07
20050608,-0.46,-0.3
20050609,0.91,0.58
20050610,0.11,0.13
20050613,0.42,0.22
20050614,0.87,0.6
20050615,0.55,0.44
20050616,1.13,0.88
20050617,-0.12,0.18
20050620,-0.3,-0.08
20050621,0.0,0.26
20050622,0.28,0.13
20050623,-1.46,-0.96
20050624,-0.59,-0.35
20050627,-0.23,-0.24
20050628,2.02,1.2
20050629,0.3,0.18
20050630,-0.36,0.0
20050701,0.38,0.27
20050705,1.47,0.98
20050706,-0.53,-0.14
20050707,0.16,0.17
20050708,1.82,1.21
20050711,1.47,0.99
20050712,0.0,0.23
20050713,-0.33,-0.02
20050714,-0.47,-0.19
20050715,0.17,0.26
20050718,-0.63,-0.19
20050719,1.39,0.99
20050720,1.28,0.89
20050721,-1.07,-0.4
20050722,1.42,1.01
20050725,-0.84,-0.35
20050726,0.55,0.47
20050727,0.08,0.14
20050728,1.11,0.7
20050729,-0.33,0.09
20050801,0.45,0.29
20050802,0.68,0.5
20050803,-0.57,-0.21
20050804,-1.48,-0.74
20050805,-1.08,-0.7
20050808,-0.36,-0.4
20050809,-0.03,-0.11
20050810,-0.19,-0.4
20050811,0.9,0.59
20050812,-0.92,-0.54
20050815,0.78,0.26
20050816,-1.42,-1.02
20050817,0.07,0.06
20050818,-0.45,-0.3
20050819,0.14,0.17
20050822,0.68,0.33
20050823,-0.13,0.09
20050824,-0.03,0.01
20050825,0.29,0.28
20050826,-1.11,-0.61
20050829,0.89,0.45
20050830,-0.22,-0.12
20050831,1.69,1.17
20050901,0.25,0.06
20050902,-0.53,-0.19
20050906,1.38,0.86
20050907,0.38,0.43
20050908,-0.36,-0.14
20050909,0.56,0.47
20050912,0.44,0.34
20050913,-0.92,-0.35
20050914,-0.9,-0.54
20050915,-0.3,-0.27
20050916,0.94,0.65
20050919,-0.74,-0.47
20050920,-0.74,-0.38
20050921,-1.53,-1.17
20050922,0.02,-0.16
20050923,0.79,0.61
20050926,0.75,0.31
20050927,-0.06,-0.02
20050928,-0.45,-0.27
20050929,1.03,0.52
20050930,0.45,0.56
20051003,0.43,0.3
20051004,-0.71,-0.4
20051005,-2.55,-1.71
20051006,-0.9,-0.91
20051007,0.75,0.42
20051010,-0.75,-0.56
20051011,-1.24,-0.91
20051012,-1.5,-1.41
20051013,0.31,-0.06
20051014,1.46,1.03
20051017,0.07,0.1
20051018,-1.02,-0.65
20051019,1.71,0.92
20051020,-1.4,-0.98
20051021,0.71,0.42
20051024,1.85,1.05
20051025,-0.5,-0.19
20051026,-0.59,-0.27
20051027,-2.08,-1.55
20051028,1.43,0.93
20051031,1.69,1.26
20051101,-0.5,-0.34
20051102,1.89,1.22
20051103,0.41,0.31
20051104,0.04,0.12
20051107,0.49,0.41
20051108,-0.61,-0.28
20051109,0.31,0.09
20051110,0.57,0.18
20051111,0.33,0.29
20051114,-0.41,-0.24
